Name;Address;Postal Code;City;Country;ATV;Customer
Rituals Freiburg;Kaiser-Joseph-straße 231;79098;Freiburg;Germany;50;31888
Rituals Hildesheim; Arnekenstraße 18;31134;Hildesheim;Germany;44;35791
Rituals Magdeburg Allee-Center;Ernst-Reuter-Allee 11;39104;Magdeburg;Germany;38;49383
Rituals Ingolstadt Village; Otto-Hahn-Straße 1;85055;Ingolstadt;Germany;23;34933
Rituals Hamburger Meile; Hamburger Straße 19-47;22083;Hamburg;Germany;38;18909
Rituals Weiden Stadtgalerie;Weißenburgstraße 5;92637;Weiden;Germany;15;26660
Rituals Saarlouis;Französische Straße 30;66740;Saarlouis;Germany;22;30571
Rituals Landshut;Theaterstraße 59-60;84028;Landshut;Germany;38;24999
Rituals Dortmund Thier Galerie; Westenhellweg 102-106;44137;Dortmund;Germany;34;19601
Rituals Heilbronn Stadtgalerie; Deutschhofstraße 19;74072;Heilbronn;Germany;29;44185
Rituals Leverkusen; Friedrich-Ebert-Platz 2;51373;Leverkusen;Germany;45;13240
Rituals Essen Limbecker Platz; Limbecker Platz 1;45127;Essen;Germany;44;35947
Rituals Nürnberg Karolinenstraße;Karolinenstraße 27;90402;Nürnberg;Germany;30;19327
Rituals Passau; Bahnhofstraße 1;94032;Passau;Germany;39;37037
Rituals Sulzbach MTZ;Main-Taunus-Zentrum 1;65843;Sulzbach (Taunus);Germany;39;13487
Rituals Neu Isenburg; Hermesstraße 4;63263;Neu-Isenburg;Germany;27;18643
Rituals Frankfurt Kaiserstraße;Kaiserstraße 12;60311;Frankfurt;Germany;16;28981
Rituals Aschaffenburg City Galerie;Goldbacher Straße 2;63739;Aschaffenburg;Germany;40;26468
Rituals Düsseldorf Arcaden;Friedrichstraße 133;40217;Düsseldorf;Germany;30;10456
Rituals Dortmund Westenhellweg;Westenhellweg 22;44137;Dortmund;Germany;37;27149
Rituals Fürth Neue Mitte;Rudolf Breitscheid Straße 7;90762;Fürth;Germany;37;35713
Sephora Agrinio 803;PL. DIMOKRATIAS & ANASTASIADI 2;30100;Agrinio;Greece;45;24506
Attica City Link;Amerikis Str. 4;10564;Athens;Greece;45;41489
Sephora Vrilissia 726;L.Pentelis 72;15235;Athens;Greece;33;13812
Sephora Psichiko 727;Kifisias 210;15451;Athens;Greece;21;13516
Sephora Ermou 720;Ermou 24;10563;Athens;Greece;21;35553
Sephora Glyfada 721;Ioannou Metaxa 33 - 35;10563;Athens;Greece;26;41187
Attica Golden Hall;Kifisias Str. 37A Marousi;15123;Athens;Greece;21;49029
Sephora Monastiraki 2749;Ermou 66;10563;Athens;Greece;24;28197
Sephora Golden Hall 1486;L.Kifisias 37A & Spirou Loui;15125;Athens;Greece;43;39036
Sephora Peristeri 778;Ethnikis Antistaseos 12;12136;Athens;Greece;34;28863
Sephora Kifissia 770;Levidou 8;14562;Athens;Greece;29;46653
Sephora Attica the Mall 756;Notios Paradromos Attikis Odou;15122;Athens;Greece;35;32895
Sephora Kolonaki 732;Milioni 2;10673;Athens;Greece;44;33211
Sephora Chalkida 768;Avanton 56 & Vironos;34100;Chalkida;Greece;38;46650
Sephora Chania 733;A.Papandreou 30 & Chiotaki;73134;Hania;Greece;43;12487
Sephora Irakleio 1923;Dikaiosinis 49A;71202;Iraklio;Greece;28;41100
Sephora Kavala 779;Meg.Alexandrou 38-44;65403;Kavala;Greece;31;48516
Sephora Kerkira 798;ALEXANDRAS AV. 27;49100;Kerkyra;Greece;44;23233
Sephora Larissa 810;Kouma 18;41223;Larisa;Greece;17;21802
Sephora Mykonos 777;Matthaiou Andronikou 8 - Matagiannia;84600;Mykonos;Greece;49;44919
Sephora Patra 1635;Maizonos 72;26500;Patra;Greece;31;45589
Sephora Rodos 730;Amerikis 4 - 6;85100;Rodos;Greece;20;25610
Sephora One Salonica 786;Kotta Roulia & Giannitson & Kolleti;54627;Thessaloniki;Greece;39;24431
Sephora Tsimiski 725;Tsimiski 62;54622;Thessaloniki;Greece;23;29370
Sephora Cosmos 755;11o Klm Ethnikis Odou Thes/kis-N.Moudanion;54636;Thessaloniki;Greece;34;49122
Sephora Trikala 780;B.Georgiou & Kanouta;42100;Trikala;Greece;40;33149
Sephora Volos 734;Ermou 131 & El.Venizelou;38333;Volos;Greece;39;24856
Sephora Xanthi 811;P.Tsaldari 3;67100;Xanthi;Greece;37;21614
Douglas Mamut 001;Löv?ház utca 2-6;1024;Budapest;Hungary;21;31816
Douglas Budapest Etele Plaza VST 025;Etele ut 68;1115;Budapest;Hungary;49;35158
Douglas Westend 003;Váci út 1-3;1062;Budapest;Hungary;37;12090
Douglas Váci 004;Váci utca 11/A;1052;Budapest;Hungary;35;45000
Douglas Árkád 002;Örs Vezér Tere 25;1106;Budapest;Hungary;19;33104
Douglas Budapest Bécsi VST 027;Bécsi út 154;1032;Budapest;Hungary;22;43029
Douglas Koki VST 029;Vak Bottyán u. 75/A-C;1191;Budapest;Hungary;42;29269
Marionnaud Westend 028;Váci út 1-3;1065;Budapest;Hungary;19;40417
Marionnaud Árkád 020;Örs vezér tere 25;1106;Budapest;Hungary;41;22651
Marionnaud Csillagvár 038;Rákóczi Street 36;1035;Budapest;Hungary;18;49249
Marionnaud Campona 004;37-45 Nagytétényi út;1222;Budapest;Hungary;42;48853
Douglas Shopmark 009;Üll?i út 201;1191;Budapest;Hungary;26;23833
Douglas Pólus Center 010;Szentmihályi út 131;1152;Budapest;Hungary;42;34126
Marionnaud Pólus 027;Szentmihályi út 131;1152;Budapest;Hungary;42;28804
Douglas Campona 012;Nagytétényi út 37-43;1222;Budapest;Hungary;46;47405
Douglas Aréna 013;Kerepesi út 9;1087;Budapest;Hungary;30;41879
Marionnaud Rózsakert 022;Gábor Áron utca 74-78/A;1026;Budapest;Hungary;26;13971
Douglas Mom Park 018;Alkotás u. 53.;1123;Budapest;Hungary;36;24676
Douglas Allee 019;Október huszonharmadika u. 8-10.;1117;Budapest;Hungary;37;21652
Douglas Békéscsaba 016;Andrássy út 37-43.;5600;Békéscsaba;Hungary;45;37982
Douglas Debrecen 017;Csapó utca 30.;4024;Debrecen;Hungary;44;46208
Douglas Dunakeszi VST 023;Nádas utca 6;2120;Dunakeszi;Hungary;26;16203
Marionnaud Dunakeszi 029;Nádas Street 6;2120;Dunakeszi;Hungary;50;30013
Douglas Eger 014;Törvényház u. 4.;3300;Eger;Hungary;41;47628
Marionnaud Gy?r 025;Gábor Baross utca 19;9021;Gy?r ;Hungary;33;13536
Douglas Gy?r 011;Budai út 1;9027;Gy?r ;Hungary;47;44403
Douglas Kaposvár VST 032;Berzsenyi D. utca 1-3;7400;Kaposvár;Hungary;15;28185
Douglas Kecskemét 008;Korona utca 2.;6000;Kecskemét;Hungary;41;39746
Marionnaud Szinvapark Miskolc 019;2-6 Bajcsy-Zsilinszky Street;3525;Miskolc;Hungary;22;49633
Douglas Miskolc Plaza VST 026;Szentpáli út 2-6;3525;Miskolc;Hungary;36;11927
Douglas Webshop HU 030;Daniella utca 7;2142;Nagytarcsa;Hungary;21;29276
Douglas Nyíregyháza 015;Jókai-Nagy Imre tér;4400;Nyíregyháza;Hungary;25;36626
Douglas Pécs 006;Bajcsy-Zsilinszky u.11;7622;Pécs;Hungary;17;23710
Douglas Sopron VST 022;Sopron Plaza Leckner Kristof u.35;9400;Sopron;Hungary;38;23520
Douglas szeged Árkád 020; Londoni körút 3.;6724;Szeged;Hungary;38;19592
Douglas Szeged 005;Kölcsey utca 5.;6720;Szeged;Hungary;31;39920
Marionnaud Szigetszenmiklos 023;Háros út 120;2310;Szigetszentmiklós;Hungary;40;35904
Douglas Szolnok VST 031;Fels? Szandai rét 1.;5000;Szolnok;Hungary;26;18238
Douglas Szombathely VST 028;Körmendi út 52-54;9700;Szombathely;Hungary;18;33922
Douglas Székesfehérvár VST 024;Alba Plaza Palotai út 1;8000;Székesfehérvár;Hungary;40;25371
Douglas Veszprém VST 021; Budapest út 20-28.;8200;Veszprém;Hungary;28;12453
Rituals Cork; Mahon Point Shopping Centre;T12 X7HK;Cork;Ireland;36;45857
Rituals Liffey Valley; Fonthill Road;Dublin 22;Clondalkin;Ireland;45;42792
Rituals Limerick; Garryowen Mall;;Limerick;Ireland;28;24180
Rituals Pavilions Swords; Swords Demesne;K67 E6K7;Dublin;Ireland;24;16075
Rituals Galway;48 William Street;H91 AH59;Galway;Ireland;15;29697
Rituals Wexford;7 south main street;Y35 C7DN;Wexford;Ireland;32;20978
Rituals Kildare Village;Kildare Village Unit 60;R51 R265;Co. Kildare;Ireland;42;17200
Rituals Blanchardstown; The Blanchardstown Centre;D15 EV65;Blanchardstown;Ireland;42;24141
Rituals Dundrum; 16 Sandyford Rd;Dublin 12;Dundrum;Ireland;41;16761
Rituals Grafton Street;81 Grafton street;D02 K284;Dublin;Ireland;43;27383
Rituals Kilkenny;Unit 1-3;R95 V32A;Kilkenny;Ireland;36;16349
Rituals Dundalk;Unit 18;A91 DX48;Dundalk;Ireland;27;48950
Rituals Athlone;Unit 24;N37 RF80;Athlone;Ireland;39;36926
Rituals Tallaght;Unit 237;Dublin 24;Dublin;Ireland;16;13072
Rituals Rozzano Fiordaliso;Via Eugenio Curiel  25;20089;Rozzano (MI);Italy;16;24674
Rituals Milano Portello;Via Grosotto 7;20149;Milano MI;Italy;18;46601
Rituals Campi Bisenzio I Gigli;Via San Quirico 165;50013;Campi Bisenzio;Italy;44;23757
Rituals Chieti Megalò;via Tirino s.n.c.;66100;Santa Filomena;Italy;37;42328
Rituals Oriocenter Bergamo;Via Portico 71;24050;Orio al Serio BG;Italy;18;45670
Rituals Brescia Elnos;Via Luigi Einaudi 5;25030;Brescia- Roncadelle;Italy;46;48260
Rituals Fidenza Village;Fidenza Village;43036;Fidenza;Italy;39;35393
Rituals Venice Airport;Viale Galileo Galilei 30;30173;Venice;Italy;29;39396
Rituals Milano Centrale;Piazza Duca d'Aosta 1;20124;Milano;Italy;18;33240
Rituals Lonato Il Leone;Via Mantova 36;25017;Lonato (BS);Italy;44;39917
Rituals Forlì Punta Di Ferro;Piazzale della Cooperazione 2;47122;Forlì;Italy;32;47670
Rituals Tokyo Minami Aoyama;5-6-5 Minami Aoyama;107-0062;Tokyo;Japan;50;38812
Douglas Daugavpils Ditton VST122;Cietokš?u iela 60;LV-5401;Daugavpils;Latvia;40;39635
Douglas Daugavpils Solo VST117;R?gas iela 9;LV-5401;Daugavpils;Latvia;28;48622
Douglas J?kabpils VST123;Vien?bas iela 7;LV-5201;Jekabpils;Latvia;21;12274
Douglas Jelgava Vivo;Vivo;LV-3001;Jelgava;Latvia;29;29517
Douglas Lielupe VST127;Viestura iela 22;LV-2010;Jurmala;Latvia;47;33888
Douglas Liep?ja Sala VST136;Klaip?das iela 62;LV-3416;Liep?ja;Latvia;33;22035
Douglas Ogre; Mednieku iela 23;LV-5001;Ogre;Latvia;43;34560
Douglas Saharova; Saharova iela 20a;LV-1021;Riga;Latvia;18;41158
Douglas Br?v?bas;Br?v?bas iela 55;LV-1010;Riga;Latvia;40;19520
Douglas Akropole; Maskavas iela 257;LV-1063;Riga;Latvia;32;15812
Douglas Mols VST151;Krasta iela 46;LV-1003;Riga;Latvia;24;29042
Douglas Damme VST 134;Kurzemes prospekts 1A;LV-1067;Riga;Latvia;15;37528
Douglas Origo; Stacijas laukums 2;LV-1050;Riga;Latvia;22;34850
Douglas Domina;Ieri?u iela 3;LV-1084;Riga;Latvia;45;49605
Douglas Galerija Centrs;Aud?ju iela 16;LV-1050;Riga;Latvia;36;49542
Douglas Alfa Select;Br?v?bas gatve 372;LV-1006;Riga;Latvia;19;17534
Douglas Plaza Select;M?kusalas iela 71;LV-1004;Riga;Latvia;43;16037
Stockmann Riga;13.janv?ra iela 8;LV-1050;Riga;Latvia;24;17896
Douglas Spice Select; Lielirbes iela 29;LV-1046;Riga;Latvia;38;48990
Douglas Spice; Lielirbes iela 29;LV-1046;Riga;Latvia;24;32972
Douglas S?ga VST 139;Bi?eru iela 4;LV-1079;Riga;Latvia;26;40162
Douglas Galleria Riga VST 14000;Dzirnavu iela 67;LV-1011;Riga;Latvia;30;19410
Douglas Talsi VST135;R?gas iela 8;LV-3201;Talsi;Latvia;18;26228
Douglas Valmiera VST128;R?gas iela 4;LV-4201;Valmiera;Latvia;29;39748
Douglas Ventspils;Tobago;LV-3601;Ventspils;Latvia;15;43378
Douglas Alytus 257;Santaikos g.34g;LT-62123;Alytus;Lithuania;50;15818
Douglas Jonava 234;Plento g. 3 D;LT-55171;Jonava;Lithuania;32;45903
Douglas Savas 216;Savanori? pr.346;LT-49428;Kaunas;Lithuania;34;14973
Douglas Mega 255;Islandijos pl. 32;LT-47483;Kaunas;Lithuania;44;29947
Douglas Molas 217;Baršausko 66a.;LT-51436;Kaunas;Lithuania;17;24343
Douglas Hyper Maxima 215;Savanori? pr.255;LT-50147;Kaunas;Lithuania;48;27299
Douglas Kauno Akropolis 218;K.Mindaugo g.49;LT-44333;Kaunas;Lithuania;25;43069
Douglas Big 222;Taikos g.139;LT-94284;Klaip?da;Lithuania;24;26175
Douglas Klaipedos Akropolis 221;Taikos pr.61;LT-91182;Klaip?da;Lithuania;42;32727
Douglas Kedainiai 242;Basanavi?iaus g. 93;LT-57354;K?dainiai;Lithuania;44;23874
Douglas Marijampole 232;Kudirkos g.3;LT-68176;Marijampol?;Lithuania;32;24399
Douglas Palanga 259;Klaip?dos 42;00134;Palanga;Lithuania;18;10182
Douglas Laisves 224;Laisv?s a. 13-13;LT-35200;Panev?žys;Lithuania;43;34194
Douglas RYO 225;Savitiškio g. 61;LT-37189;Panev?žys;Lithuania;30;12512
Douglas Taurage 256;Prezidento g. 72;LT-72238;Taurag?;Lithuania;37;36847
Douglas Ozas 248;Ozo g. 18;LT-07151;Vilnius;Lithuania;20;45048
Douglas Akropolis 207;Ozo g.25;LT-07150;Vilnius;Lithuania;34;19233
Douglas Online 251;L.Zamenhofo g. 3;LT-6332;Vilnius;Lithuania;47;18017
Douglas Panorama 244;Saltoniški? g.9;LT-08105;Vilnius;Lithuania;43;11475
Douglas Gedimino 253;Gedimino pr. 16;LT-01103;Vilnius;Lithuania;31;12134
Douglas Vilnius Outlet;Vytauto Poci?no g. 8;06231;Vilnius;Lithuania;36;48531
Douglas Zirmunu 208;Žirm?n? g.64;LT-09131;Vilnius;Lithuania;49;23848
Douglas Saules miestas 226;Tilž?s g.109;LT-77159;Šiauliai;Lithuania;48;18995
Douglas Siauliu Akropolis 249;Aido g.8;LT-78322;Šiauliai;Lithuania;32;20085
Rituals Luxembourg Auchan Kirchberg; Rue Alphonse Weicker 5;2721;Luxembourg;Luxembourg;33;35672
Rituals Pommerloch; route de Bastogne 19;L-9638;Winseler;Luxembourg;50;30876
Rituals Massen Wemperhardt; Op der Haart 24;9999;Wemperhardt;Luxembourg;45;35280
Rituals Luxembourg Cloche d'Or;25 Boulevard F.W. Raiffeisen;2411;Luxembourg;Luxembourg;38;17427
Rituals Bertrange La Belle Etoile;Route D’arlon;8050;Bertrange;Luxembourg;36;10777
Rituals Luxembourg Grand Rue;Grand Rue 53;1661;Luxembourg;Luxembourg;40;33844
Rituals Luxemburg City Concorde; Route de Longwy 80;8060;Bertrange;Luxembourg;28;39232
Rituals Leeuwarden;Nieuwestad 116;8911 CZ;Leeuwarden;Netherlands;48;33618
Rituals Leiden Haarlemmerstraat;Haarlemmerstraat 118-120;2312 GE;Leiden;Netherlands;15;32953
Rituals Lisse;Blokhuis 49;2161 EV;Lisse;Netherlands;50;19397
Rituals Maastricht Grote Staat;Grote Staat 37;6211 CT;Maastricht;Netherlands;39;30249
Rituals Naaldwijk;De Tuinen 41;2671 NX;Naaldwijk;Netherlands;30;21033
Rituals Nieuwegein;Passage 29-31;3431 LV;Nieuwegein;Netherlands;35;47931
Rituals Amsterdam Leidsestraat;Leidsestraat 15;1017 NT;Amsterdam;Netherlands;48;49763
Rituals Rijswijk;Prins Constantijn Promenade 36;2284 DK;Rijswijk ZH;Netherlands;49;41071
Rituals Rotterdam Hillegersberg;Bergse Dorpstraat 99A;3054 GC;Rotterdam;Netherlands;25;14821
Rituals Schiphol Plaza;Aankomsthal 4;1118 AV;Schiphol;Netherlands;45;17273
Rituals Sluis;Kapellestraat 37;4524 CW;Sluis;Netherlands;16;12707
Rituals Groningen Waagstraat;Waagstraat 10-12;9711 JX;Groningen;Netherlands;37;45965
Rituals Hoofddorp;Marktplein 30;2132 DB;Hoofddorp;Netherlands;46;38919
Rituals Heerlen;Saroleastraat 47-49;6411 LR;Heerlen;Netherlands;24;48628
Rituals Heerhugowaard;Middenwaard 21;1703 SB;Heerhugowaard;Netherlands;15;19381
Rituals Gouda;Kleiweg 1-3;2801 GB;Gouda;Netherlands;37;40262
Rituals Heerenveen;Dracht 89;8442 BM;Heerenveen;Netherlands;43;33054
Rituals Emmen;Picassopassage 14;7811 DP;Emmen;Netherlands;42;33109
Rituals Heemstede;Binnenweg 130;2101 JP;Heemstede;Netherlands;25;35808
Rituals Enschede;H.J. van Heekplein 52D;7511 HN;Enschede;Netherlands;17;42481
Rituals Hoorn;Grote Noord 55;1621 KE;Hoorn;Netherlands;41;34220
Rituals Bergen;Stationsstraat 1;1861 GA;Bergen;Netherlands;43;38502
Rituals Apeldoorn;Hoofdstraat 87;7311 JX;Apeldoorn;Netherlands;24;41811
Rituals Breda Wilhelminastraat;Wilheminastraat 14;4818 SG;Breda;Netherlands;17;34113
Rituals Den Haag Fred;Frederik Hendriklaan 214;2582 BL;Den Haag;Netherlands;18;30319
Rituals Bussum;Nassaulaan 28;1404 CR;Bussum;Netherlands;16;36525
Rituals Doetinchem;Hamburgerstraat 35;7001 AH;Doetinchem;Netherlands;32;23249
Rituals Bergen op Zoom;Sint Josephstraat 5;4611 MJ;Bergen op Zoom;Netherlands;17;12071
Rituals Breda Houtmarkt;Ginnekenstraat 1;4811 HV;Breda;Netherlands;19;16262
Rituals Delft;Jacob Gerritstraat 5-7;2611 ES;Delft;Netherlands;37;27804
Rituals Den Haag Spuistraat;Spuistraat 13;2511 BC;DenHaag;Netherlands;20;40580
Rituals Amstelveen;Binnenhof 70-71;1181 ZJ;Amstelveen;Netherlands;27;40283
Rituals Almere Diagonaal;De Diagonaal 18;1315 XD;Almere;Netherlands;49;39053
Rituals Amsterdam Oostpoort;Waldenlaan 133;1093 NH;Amsterdam;Netherlands;33;43028
Rituals Alphen a/d Rijn;Van Mandersloostraat 96;2406 CE;Alphen aan den Rijn;Netherlands;37;32455
Rituals Amsterdam Beethovenstraat;Beethovenstraat 48H;1077 JK;Amsterdam;Netherlands;25;21062
Rituals Amsterdam Buikslotermeerplein;Buikslotermeerplein 139;1025 ET;Amsterdam;Netherlands;28;33598
Rituals Amersfoort;Langestraat 30;3811 AH;Amersfoort;Netherlands;49;20046
Rituals Roermond Designer Outlet;Stadsweide 442;6041 TD;Roermond;Netherlands;49;20353
Rituals Amsterdam Ferdinand Bolstraat;Ferdinand bolstraat 73;1072 NB;Amsterdam;Netherlands;38;19033
Rituals Venlo;Vleesstraat 14;5911 JE;Venlo;Netherlands;31;39267
Rituals Roosendaal;Roselaar 9;4701 BA;Roosendaal;Netherlands;40;35416
Rituals Leidschendam;Noordsingel Berkenhove 15 + 17;2262 AK;Leidschendam;Netherlands;15;42068
Rituals Tiel;Waterstraat 40;4001 AP;Tiel;Netherlands;49;19973
Rituals Noordwijk;Hoofdstraat 65;2202 EV;Noordwijk;Netherlands;31;13594
Rituals Wassenaar;Langstraat 93;2242 KL;Wassenaar;Netherlands;23;11670
Rituals Eindhoven Demer;Demer 1A/1B;5611 AN;Eindhoven;Netherlands;37;17599
Rituals Rotterdam Centraal Station;Stationsplein 19B;3013 AJ;Rotterdam;Netherlands;33;12343
Rituals Groningen Centraal Station;Stationsplein 3B;9726 AE;Groningen;Netherlands;26;48307
Rituals Den Bosch Gasselstraat;Gasselstraat 28;5211 KJ;'s-Hertogenbosch;Netherlands;27;20585
Rituals Eindhoven Woensel;Woensel 271;5625 AG;Eindhoven;Netherlands;18;10164
Rituals Amsterdam Station Zuid;Gustav Mahlerplein 13;1082 MA;Amsterdam;Netherlands;47;40243
Rituals Amsterdam Amstel Station;Julianapassage 2;1097 JT;Amsterdam;Netherlands;30;23926
Rituals Leiden Centraal Station;Stationsplein 3B;2312 AJ;Leiden;Netherlands;50;47988
Rituals Veldhoven;Pleintjes 64-66;5501 EB;Veldhoven;Netherlands;20;41718
Rituals Amsterdam Centraal Station;Stationsplein 141B-C;1012 AB;Amsterdam;Netherlands;39;32500
Rituals Purmerend;Willem Eggertstraat 29;1441 CH;Purmerend;Netherlands;24;29266
Rituals Goes;Lange Kerkstraat 2;4461 JH;Goes;Netherlands;25;27613
Rituals Zaandam;Gedempte Gracht 87;1506 CD;Zaandam;Netherlands;15;46463
Rituals Alkmaar;Langestraat 57;1811 HG;Alkmaar;Netherlands;40;18154
Rituals Domburg;Markt 5;4357 BG;Domburg;Netherlands;40;21383
Rituals Utrecht Centraal Station;Stationshal 12 C;3511 CE;Utrecht;Netherlands;29;20867
Rituals Middelburg;Lange Delft 9-11;4331 AJ;Middelburg;Netherlands;36;24807
Rituals Beek;Wethouder Sangersstraat 184;6191 NA;Beek;Netherlands;43;33898
Rituals Zwolle;Diezerstraat 68-70;8011 RH;Zwolle;Netherlands;28;27370
Rituals Haarlem;Barteljorisstraat 33;2011 RA;Haarlem;Netherlands;44;17541
Rituals Nijmegen;Broerstraat 52A;6511 KP;Nijmegen;Netherlands;45;29091
Rituals Harderwijk;Donkerstraat 50B;3841 CD;Harderwijk;Netherlands;31;35524
Rituals Schiphol Holland Boulevard;Schiphol;1118 CP;Schiphol;Netherlands;25;26517
Rituals Rotterdam Forum;Lijnbaan 112;3012 ER;Rotterdam;Netherlands;34;30479
Rituals Schiphol Lounge 3;Evert van Beekstraat 202;1118 CP;Schiphol;Netherlands;40;45084
Rituals Arnhem Ketelstraat;Ketelstraat 35;6811 CZ;Arnhem;Netherlands;15;34172
Rituals Almere Stationsstraat;Stationsstraat 44;1315 KJ;Almere;Netherlands;48;40651
Rituals Dordrecht;Statenplein 42A;3311 NG;Dordrecht;Netherlands;49;23996
Rituals Hilversum;Kerkstraat 20;1211 CN;Hilversum;Netherlands;29;48183
Rituals Arnhem Kronenburg;Kronenburgpassage 94A;6831 ER;Arnhem;Netherlands;40;22231
Rituals Gorinchem;Gasthuisstraat 5;4201 JM;Gorinchem;Netherlands;37;11236
Rituals Deventer;Lange Bisschopstraat 71;7411 KJ;Deventer;Netherlands;39;30184
Rituals Zutphen;Beukerstraat 30;7201 LE;Zutphen;Netherlands;42;33601
Rituals Winterswijk;Misterstraat 40;7101 EX;Winterswijk;Netherlands;31;46246
Rituals Capelle ad IJssel Centrumpassage;Centrumpassage 124;2903 HA;Capelle aan den IJssel;Netherlands;20;12496
Rituals Amsterdam House of Rituals;Spui 10;1012 PP;Amsterdam;Netherlands;23;13402
Rituals Rotterdam Alexandrium;Poolsterstraat 116 - 120;3067 LX;Rotterdam;Netherlands;42;36009
Rituals Oss;Heuvelstraat 17;5341 EA;Oss;Netherlands;15;23168
Rituals Utrecht Leidsche Rijn;Praagpromenade 2;3541 CP;Utrecht;Netherlands;23;11853
Rituals Den Bosch Vughterstraat;Vughterstraat 1;5211 EW;'s-Hertogenbosch;Netherlands;45;14170
Rituals Assen;Mercuriusplein 50;9401 DL;Assen;Netherlands;16;23599
Rituals Rotterdam Zuidplein;Zuidplein hoog 679;3083 BH;Rotterdam;Netherlands;26;47760
Rituals Rotterdam Meent;Meent 95;3011 JG;Rotterdam;Netherlands;27;32653
Rituals Roermond;Steenweg 11-13;6041 EV;Roermond;Netherlands;36;42449
Rituals Drachten;Zuiderbuurt 19;9203 CS;Drachten;Netherlands;41;42854
Rituals Utrecht Hoog Catharijne;Boven Vredenburgpassage 116;3511 WR;Utrecht;Netherlands;31;32470
Rituals Laren;Sint Janstraat 14;1251 LA;Laren;Netherlands;26;34096
Rituals Amsterdam Utrechtsestraat;Utrechtsestraat 84 hs;1017 VR;Amsterdam;Netherlands;43;21545
Rituals Oisterwijk;De Lind 37;5061 HT;Oisterwijk;Netherlands;34;23017
Rituals Waalwijk;Stationsstraat 7a;5141 GB;Waalwijk;Netherlands;38;10755
Rituals Uden;Marktstraat 24;5401 GH;Uden;Netherlands;28;42307
Rituals Zeist;Slotlaan 168;3701 GS;Zeist;Netherlands;40;12707
Rituals Weert;Muntpassage 2;6001 GM;Weert;Netherlands;28;37832
Rituals Amsterdam Gelderlandplein;Gelderlandplein 80;1082 LB;Amsterdam;Netherlands;34;15062
Rituals Zoetermeer;Westwaarts 70;2711 AC;Zoetermeer;Netherlands;43;12095
Rituals Helmond;Veestraat 25;5701 RA;Helmond;Netherlands;22;24700
Rituals Utrecht Steenweg;Steenweg 69;3511 JN;Utrecht;Netherlands;29;26190
Rituals Spijkenisse;Stadhuispassage 6;3201 ES;Spijkenisse;Netherlands;20;42850
Rituals Tilburg;Heuvelstraat 30;5038 AE;Tilburg;Netherlands;42;36032
Rituals Sneek;Oosterdijk 45;8601 BP;Sneek;Netherlands;19;49396
Rituals Volendam;Zeestraat 5;1131 ZD;Volendam;Netherlands;50;35549
Rituals Veenendaal;Hoofdstraat 20;3901 AM;Veenendaal;Netherlands;37;46704
Rituals Utrecht Nachtegaalstraat;Nachtegaalstraat 60;3581 AL;Utrecht;Netherlands;16;48892
Rituals Horten Sjøsiden;Teatergaten 6;3187;Horten;Norway;45;14888
Rituals Lillehammer Strandtorget;Strandpromenaden 85;2609;Lillehammer;Norway;15;45367
Rituals Trondheim Sirkus Shopping;Falkenborgvegen 1;7044;Trondheim;Norway;18;18913
Rituals Porsgrunn Down Town;Kulltangveien 70;3921;Porsgrunn;Norway;38;43180
Rituals Sandefjord Hvaltorvet Senter;Torget 7;3210;Sandefjord;Norway;33;37208
Rituals Molde Storgata;Storgata 46;6413;Molde;Norway;23;49634
Rituals Lambertseter Senter;Cecilie Thoresens vei 17;1153;Oslo;Norway;40;38176
Rituals Kongsberg Stortorvet Senter;Storgata 28;3611;Kongsberg;Norway;29;46636
Rituals Drammen Magasinet;Nedre Storgate 6;3015;Drammen;Norway;40;11538
Rituals Trondheim City Syd;Østre Rosten 28-30;7075;Tiller;Norway;19;27530
Rituals Kuben Senter;Kong Ringsgate 1;3510;Hønefoss;Norway;40;27291
Rituals Bodø Glasshuset;Storgata 14;8006;Bodø;Norway;40;29914
Rituals Stavanger Søregata 15;Søregata 15;4006;Stavanger;Norway;46;15728
Rituals Bodø City Nord;Stormyrveien 20;8008;Bodø;Norway;26;15943
Rituals Oslo Storo Storsenter;Vitaminveien 7-9;0485;Oslo;Norway;17;22386
Rituals Bergen Vestkanten;Loddefjordveien 2;5171;Loddefjord;Norway;31;27269
Rituals Vinterbro;Sjøskogenveien 7;1407;Vinterbro;Norway;20;43862
Rituals Nyborg Horisont;Myrdalsvegen 2;5130;Nyborg;Norway;43;27490
Rituals Lørenskog Triaden;Gamleveien 88;1476;Rasta;Norway;41;17397
Rituals Stavanger Kilden Kjøpesenter;Gartnerveien 15;4016;Stavanger;Norway;21;21713
Rituals Oslo City;Stenersgata 1;0050;Oslo;Norway;26;33325
Rituals Mosseporten;Patterødveien 2;1599;Moss;Norway;39;17939
Rituals Bryne M44;Jupitervegen 2;4340;Bryne;Norway;50;11112
Rituals Bergen Oasen Senter;Folke Bernadottes vei 52;5147;Fyllingsdalen;Norway;37;26907
Rituals Tromsø Jekta Storsenter;Karlsøyvegen 12;9015;Tromsø;Norway;35;43419
Rituals Alti Arendal;Vesterveien 4;4836;Arendal;Norway;44;11426
Rituals Kristiansand Sørlandssenteret;Barstølveien 29-35;4636;Kristiansand;Norway;18;12441
